id,name,data_version,day_ago_created ,price,list_price,original_price,discount,discount_rate,rating_average,review_count,favourite_count,all_time_quantity_sold,inventory_status,inventory_type,has_ebook ,url_path,authors,seller_name;spid;price,breadcrumbs,number_of_page
248930163,Sách EDOGAWA RANPO Tuyển Tập - Skybooks - BẢN QUYỀN,3300,85,77400,77400,77400,0,0,0.0,0,0,1.0,available,backorder,False,sach-edogawa-ranpo-tuyen-tap-skybooks-ban-quyen-p248930163.html?spid=249372911,,Nhà Sách Trẻ Online;249372911;77400 | Tiệm Sách Hoa Hồng;249372757;78000 | Times Books;249372778;77700 | VBooks;249646799;78000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Sách EDOGAWA RANPO Tuyển Tập - Skybooks - BẢN QUYỀN,
29676738,Cẩm Nang Chọn Nghề - The Art Of Work ( tặng kèm Bookmark tuyệt đẹp ),3300,1371,83000,119000,119000,36000,30,5.0,1,0,4.0,available,backorder,False,cam-nang-chon-nghe-the-art-of-work-tang-kem-bookmark-tuyet-dep-p29676738.html?spid=76590571,,Alpha Books Official;76590571;83000 | VBooks;29676739;71400 | Times Books;55679470;71200,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Cẩm Nang Chọn Nghề - The Art Of Work ( tặng kèm Bookmark tuyệt đẹp ),
31122086,Những Đòn Tâm Lý Trong Thuyết Phục (  2019 ) Tặng Bookmark Sáng Tạo,3300,1371,131000,149000,149000,18000,12,0.0,0,0,,available,backorder,False,nhung-don-tam-ly-trong-thuyet-phuc-2019-tang-bookmark-sang-tao-p31122086.html?spid=115886689,Robert B.Cialdini,info book;115886689;131000 | GOLD BOOKS;51966163;131820 | Nhà Sách Lifebooks;146214627;149000 | Nhà Sách Vĩnh Thụy;176996158;163000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Những Đòn Tâm Lý Trong Thuyết Phục (  2019 ) Tặng Bookmark Sáng Tạo,
215748911,Giàu Có Đâu Có Khó!,3300,141,76500,90000,90000,13500,15,0.0,0,0,,available,backorder,False,giau-co-dau-co-kho-p215748911.html?spid=246773087,,Bamboo Books;246773087;76500 | HỆ THỐNG NHÀ SÁCH ABC;247661251;79000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Giàu Có Đâu Có Khó!,
3598229,21 Phẩm Chất Vàng Của Nhà Lãnh Đạo (Tái Bản 2018),3300,1781,83000,119000,119000,36000,30,5.0,1,0,3.0,available,backorder,False,21-pham-chat-vang-cua-nha-lanh-dao-tai-ban-2018-p3598229.html?spid=70767366,John C. Maxwell,Alpha Books Official;70767366;83000 | Times Books;55568307;82524 | Omega Plus Books;73680641;83300 | Nhà Sách Vĩnh Thụy;74543442;105000 | info book;76131746;105000 | Nhà Sách Lifebooks;88933843;119000 | Trạm đọc;125599103;82823 | VBooks;163535772;82824 | Zing Books;200793229;119000 | HỆ THỐNG NHÀ SÁCH ABC;203848150;105000 | Nhà Sách Trẻ Online;261964761;82224 | Tiệm Sách Hoa Hồng;261964789;82824,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | 21 Phẩm Chất Vàng Của Nhà Lãnh Đạo (Tái Bản 2018),212
128711651,Sách - Kotler Bàn Về Tiếp Thị,3300,617,130000,143000,143000,13000,9,0.0,0,0,,available,backorder,False,sach-kotler-ban-ve-tiep-thi-p128711651.html?spid=173971976,,Nhà Sách Vĩnh Thụy;173971976;130000 | Times Books;128711658;125500 | info book;181929407;143000 | Bamboo Books;196232611;133200 | Hiệu Sách Tự Do;207722248;146000 | BOOKCITY;242177266;148000 | FishingBook;253868731;133200,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Sách - Kotler Bàn Về Tiếp Thị,
35489621,Combo Sách Tiêp Thị: 100 Ý Tưởng Tiếp Thị Tuyệt Hay + Kotler Bàn Về Tiếp Thị (Cẩm Nang Tạo Dựng Mọi Thành Công / Tặng Kèm Bookmark Green Life),3300,1354,213502,213502,213502,0,0,0.0,0,0,4.0,available,backorder,False,combo-sach-tiep-thi-100-y-tuong-tiep-thi-tuyet-hay-kotler-ban-ve-tiep-thi-cam-nang-tao-dung-moi-thanh-cong-tang-kem-bookmark-green-life-p35489621.html?spid=35489622,Jim Blythe |  Philip Kotler,AHABOOKS;35489622;213502,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Combo Sách Tiêp Thị: 100 Ý Tưởng Tiếp Thị Tuyệt Hay + Kotler Bàn Về Tiếp Thị (Cẩm Nang Tạo Dựng Mọi Thành Công / Tặng Kèm Bookmark Green Life),
230217001,Nghĩ giàu làm giàu 365 ngày,3300,114,67930,67930,67930,0,0,0.0,0,0,,available,backorder,False,nghi-giau-lam-giau-365-ngay-p230217001.html?spid=230217002,,Nhà Sách Trẻ Online;230217002;67930,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Nghĩ giàu làm giàu 365 ngày,
5797113,Những Ảo Tưởng Ở Nơi Làm Việc,3300,1713,92820,119000,119000,26180,22,5.0,1,0,3.0,available,backorder,False,nhung-ao-tuong-o-noi-lam-viec-p5797113.html?spid=20491957,Adrian Furnham | Ian MacRae,Nhà sách Fahasa;20491957;92820 | Haidangbooks;79008893;95200,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Những Ảo Tưởng Ở Nơi Làm Việc,294
171905388,Để Cuộc Họp Làm Tăng Doanh Số,3300,452,86250,115000,115000,28750,25,0.0,0,0,,available,backorder,False,de-cuoc-hop-lam-tang-doanh-so-p171905388.html?spid=253614469,Trịnh Nhất Quần,WTBOOKS;253614469;86250 | Nhà sách NetaBooks;197637988;98000 | VIETNAMBOOK;198413855;93150,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Để Cuộc Họp Làm Tăng Doanh Số,320
113527565,Sách - Những Cấm Kị Khi Giao Tiếp Với Khách Hàng,3300,648,102700,130000,130000,27300,21,0.0,0,0,,available,backorder,False,sach-nhung-cam-ki-khi-giao-tiep-voi-khach-hang-p113527565.html?spid=257760018,Phạm Ái Minh,Việt Thư Books;257760018;102700 | Trao Tri thức Gặt Niềm tin;125578136;104000 | Minhhabooks;164071855;102000 | Tiệm sách Minh Hằng;190192658;102000 | BOOK SAI GON;257760039;102700,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Sách - Những Cấm Kị Khi Giao Tiếp Với Khách Hàng,311
558066,Binh Pháp Tôn Tử Ứng Dụng Trong Cuộc Sống,3300,2305,230000,230000,230000,0,0,0.0,0,0,75.0,available,backorder,False,binh-phap-ton-tu-ung-dung-trong-cuoc-song-p558066.html?spid=582896,Lâm Phúc,Nhà Sách Lao Động;582896;230000 | Tiki Trading;291096;241000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Binh Pháp Tôn Tử Ứng Dụng Trong Cuộc Sống,400
181430682,Sách - Đồng Tiền Đi Liền Nỗ Lực,3300,395,92000,92000,92000,0,0,0.0,0,0,1.0,available,backorder,False,sach-dong-tien-di-lien-no-luc-p181430682.html?spid=183230042,Sơn Mountain,Tazano Official Store;183230042;92000 | OOPSY SÁCH HAY OFFICIAL;181430683;98000 | Nhà Sách Đinh Lễ;182559383;93000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Sách - Đồng Tiền Đi Liền Nỗ Lực,192
54756477,Combo Biến Những Mối Đe Dọa Thành Cơ Hội Phát Triển: Kiếm Tiền Thời Khủng Hoảng + Hùng Mạnh Hơn Sau Khủng Hoảng /  Cơ Hội Sẽ Dành Cho Ai Biết Lắng Nghe và Thành Thực Tin Rằng Mình Có Thể Kiếm Tiền Thời Khủng Hoảng,3300,1130,236000,338000,338000,102000,30,0.0,0,0,,available,backorder,False,combo-bien-nhung-moi-de-doa-thanh-co-hoi-phat-trien-kiem-tien-thoi-khung-hoang-hung-manh-hon-sau-khung-hoang-co-hoi-se-danh-cho-ai-biet-lang-nghe-va-thanh-thuc-tin-rang-minh-co-the-kiem-tien-thoi-khung-hoang-p54756477.html?spid=89920317,,Alpha Books Official;89920317;236000 | Phương Đông Books;54756478;310501 | Nhà Sách Lifebooks;54983093;338000 | AHABOOKS;67975104;263500 | HỆ THỐNG NHÀ SÁCH ABC;253300640;297000 | FishingBook;260921897;287300,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Combo Biến Những Mối Đe Dọa Thành Cơ Hội Phát Triển: Kiếm Tiền Thời Khủng Hoảng + Hùng Mạnh Hơn Sau Khủng Hoảng /  Cơ Hội Sẽ Dành Cho Ai Biết Lắng Nghe và Thành Thực Tin Rằng Mình Có Thể Kiếm Tiền Thời Khủng Hoảng,
2917511,Điều Gì Khiến Khách Hàng Chi Tiền? (Tái Bản 2018),3300,1807,96000,109000,109000,13000,12,0.0,0,0,,available,backorder,False,dieu-gi-khien-khach-hang-chi-tien-tai-ban-2018-p2917511.html?spid=248746239,Martin Lindstrom,HỆ THỐNG NHÀ SÁCH ABC;248746239;96000 | Times Books;55729196;117324 | Alpha Books Official;70715486;118300 | Nhà Sách Lifebooks;88942732;169000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Điều Gì Khiến Khách Hàng Chi Tiền? (Tái Bản 2018),324
192275849,MUỐN THÀNH CÔNG NÓI KHÔNG VỚI TRÌ HOÃN,3300,330,85000,96000,96000,11000,11,0.0,0,0,,available,backorder,False,muon-thanh-cong-noi-khong-voi-tri-hoan-p192275849.html?spid=192275850,Damon Zahariades,Nhà Sách Thành An;192275850;85000 | HỆ THỐNG NHÀ SÁCH ABC;202484642;84000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | MUỐN THÀNH CÔNG NÓI KHÔNG VỚI TRÌ HOÃN,204
7440087,Marketing Mở Đường Tăng Trưởng,3300,1676,112100,118000,118000,5900,5,0.0,0,0,2.0,available,backorder,False,marketing-mo-duong-tang-truong-p7440087.html?spid=20475834,Iain Ellwood,Nhà sách Fahasa;20475834;112100 | Tiki Trading;7440089;60000 | AHABOOKS;7465429;93502 | GOLD BOOKS;37138208;94400 | Nhà Sách Trẻ Online;78958106;96160 | VBooks;155223918;96760 | Nhà Sách Vĩnh Thụy;199565590;104000 | FishingBook;253141788;106200 | SÁCH ĐẠI NAM;253149353;117000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Marketing Mở Đường Tăng Trưởng,336
109862056,Sách - Quy tắc 5 giây,3300,716,119000,135000,135000,16000,12,0.0,0,0,,available,backorder,False,sach-quy-tac-5-giay-p109862056.html?spid=203761497,,HỆ THỐNG NHÀ SÁCH ABC;203761497;119000 | SÁCH ĐẠI NAM;253152811;135000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Sách - Quy tắc 5 giây,
116073868,"Làm Chủ Thời Gian, Tự Do Tài Chính, Sống Đời Hạnh Phúc",3300,689,140000,159000,159000,19000,12,0.0,0,0,,available,backorder,False,lam-chu-thoi-gian-tu-do-tai-chinh-song-doi-hanh-phuc-p116073868.html?spid=201841649,,Nhà Sách Vĩnh Thụy;201841649;140000 | info book;208189131;140000 | Trao Tri thức Gặt Niềm tin;212580603;131440,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Làm Chủ Thời Gian, Tự Do Tài Chính, Sống Đời Hạnh Phúc",
201003643,Sách Kĩ Năng/ Tận Dụng Truyền Thông Để Kinh Doanh Thành Công: Viết Truyền Cảm Nói Thông Suốt,3300,246,87000,99000,99000,12000,12,0.0,0,0,,available,backorder,False,sach-ki-nang-tan-dung-truyen-thong-de-kinh-doanh-thanh-cong-viet-truyen-cam-noi-thong-suot-p201003643.html?spid=204300932,,info book;204300932;87000 | Phương Đông Books;201003644;89500 | HỆ THỐNG NHÀ SÁCH ABC;204337591;87000 | Bamboo Books;205292087;94050 | Nhà Sách Vĩnh Thụy;205507737;87000 | Tiệm sách Minh Hằng;229699661;79000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Sách Kĩ Năng/ Tận Dụng Truyền Thông Để Kinh Doanh Thành Công: Viết Truyền Cảm Nói Thông Suốt,
229766123,Sách Người Giỏi Không Phải Là Người Làm Tất Cả (Tái Bản 2021),3300,116,49000,58000,58000,9000,16,0.0,0,0,1.0,available,backorder,False,sach-nguoi-gioi-khong-phai-la-nguoi-lam-tat-ca-tai-ban-2021-p229766123.html?spid=262749113,,SEA BOOKS;262749113;49000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Sách Người Giỏi Không Phải Là Người Làm Tất Cả (Tái Bản 2021),
213680280,Ứng Dụng Big Data Trong Kinh Doanh - Bản Quyền,3300,173,119200,149000,149000,29800,20,0.0,0,0,,available,backorder,False,ung-dung-big-data-trong-kinh-doanh-ban-quyen-p213680280.html?spid=213680281,,Gooda Official;213680281;119200,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Ứng Dụng Big Data Trong Kinh Doanh - Bản Quyền,
180329110,Combo Muốn Thành Công Nói Không Với Trì Hoãn - 21 Nguyên Tắc Vàng Đập Tan Sự Trì Hoãn Và Để Trở Thành Người Bán Hàng Giỏi Nhất Thế Giới ( Tặng sổ tay),3300,400,211200,264000,264000,52800,20,0.0,0,0,1.0,available,instock,False,combo-muon-thanh-cong-noi-khong-voi-tri-hoan-21-nguyen-tac-vang-dap-tan-su-tri-hoan-va-de-tro-thanh-nguoi-ban-hang-gioi-nhat-the-gioi-tang-so-tay-p180329110.html?spid=180329112,Damon Zahariades | Stanley H. Brown,NHBook;180329112;211200,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Combo Muốn Thành Công Nói Không Với Trì Hoãn - 21 Nguyên Tắc Vàng Đập Tan Sự Trì Hoãn Và Để Trở Thành Người Bán Hàng Giỏi Nhất Thế Giới ( Tặng sổ tay),
73893811,Combo Đừng Làm Việc Chăm Chỉ Hãy Làm Việc Thông Minh+Kỹ Năng Để Cân Bằng Giữa Công Việc Và Cuộc Sống,3300,921,212550,327000,327000,114450,35,4.6,5,0,14.0,available,backorder,False,combo-dung-lam-viec-cham-chi-hay-lam-viec-thong-minh-ky-nang-de-can-bang-giua-cong-viec-va-cuoc-song-p73893811.html?spid=75547552,,The King of Books;75547552;212550 | HỆ THỐNG NHÀ SÁCH ABC;202484130;288000 | Nhà Sách Vĩnh Thụy;202560402;288000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách kỹ năng làm việc | Combo Đừng Làm Việc Chăm Chỉ Hãy Làm Việc Thông Minh+Kỹ Năng Để Cân Bằng Giữa Công Việc Và Cuộc Sống,
